Reference Number,Origin City ,Origin State,Origin Zip,Origin Country,Destination City,Destination State,Destination Zip,Destination Country,Pickup Date,Freight Class,Weight,Hazardous,Scac
FAR2993438,LOS ANGELES,CA,90021,USA,BENSON,MN,56215,USA,9/2/2011,70,400,FALSE,
FAR2993467,Santa Fe Springs,CA,90670,USA,MINNEAPOLIS,MN,55401,USA,9/2/2011,50,268,FALSE,
AGM2993584,Goleta,CA,93117,USA,BUFORD,GA,30518,USA,9/2/2011,92.5,370,FALSE,
NSH2993636,LA PUENTE,CA,91744,USA,CLARKSVILLE,TN,37042,USA,9/2/2011,0,314,FALSE,
MOD2993660,Rancho Dominguez,CA,90220,USA,COUNCIL BLUFFS,IA,51501,USA,9/2/2011,60,1159,FALSE,
HAR2993679,Thousand Palms,CA,92276,USA,Crystal Lake,IL,60014,USA,9/2/2011,92.5,1880,FALSE,
HOU2993956,San Clemente,CA,92673,USA,Conroe,TX,77303,USA,9/2/2011,110,966,FALSE,
DEN2994047,Sun Valley,CA,91352,USA,Laredo,TX,78045,USA,9/2/2011,110,1360,FALSE,
SBC2994061,COMMERCE,CA,90022,USA,NASHVILLE,TN,37243,USA,9/2/2011,85,250,FALSE,
KAS2994119,Ontario,CA,91761,USA,SANFORD,NC,27331,USA,9/2/2011,150,2979,FALSE,
SPR2994189,NORTH HOLLYWOOD,CA,91605,USA,Laredo,TX,78041,USA,9/2/2011,50,700,FALSE,
MMM2994201,Chula Vista,CA,91910,USA,NEW BERLIN,WI,53151,USA,9/2/2011,92.5,1300,FALSE,
SAC2994318,Rancho Cucamonga,CA,91730,USA,OCALA,FL,34474,USA,9/2/2011,70,317,FALSE,
KAS2994342,Placentia,CA,92870,USA,Lindenhurst,NY,11757,USA,9/2/2011,70,425,FALSE,
SAC2994349,Rancho Cucamonga,CA,91730,USA,JACKSONVILLE,FL,32210,USA,9/2/2011,70,598,FALSE,
GCS2994393,San Juan Capistrano,CA,92675,USA,Davenport,IA,52801,USA,9/2/2011,70,982,FALSE,
KAS2994442,Garden Grove,CA,92843-1128,USA,Miami,FL,33122,USA,9/2/2011,92.5,3600,FALSE,
NSH2994466,San Diego,CA,92121,USA,GLEN ALLEN,VA,23060,USA,9/2/2011,250,150,FALSE,
KAS2994474,Redlands,CA,92374,USA,BROOKLYN,NY,11238,USA,9/2/2011,175,1403,FALSE,
NHQ5404528,Paramount,CA,90723,USA,Malden,MA,02148,USA,9/2/2011,50,744,FALSE,
AEA2890617,Corona,CA,92879,USA,Jacksonville,FL,32206,USA,9/2/2011,60,755,FALSE,
PSD2994558,GLENDALE,CA,91201,USA,NEW FRANKEN,WI,54229,USA,9/2/2011,150,434,FALSE,
SBC2994570,AGOURA HILLS,CA,91301,USA,MAGNOLIA,NJ,08049,USA,9/2/2011,65,520,FALSE,
KAS2994591,Carlsbad,CA,92010,USA,VIRGINIA BEACH,VA,23451,USA,9/2/2011,300,100,FALSE,
MKE2994596,COSTA MESA,CA,92627,USA,FRIENDSWOOD,TX,77546,USA,9/2/2011,85,200,FALSE,
SBC2994610,MOORPARK,CA,93021,USA,GAINESVILLE,GA,30501,USA,9/2/2011,150,292,FALSE,
LBC2994616,Torrance,CA,90501,USA,BUFFALO GROVE,IL,60089,USA,9/2/2011,85,1040,FALSE,
SBC2994641,MOORPARK,CA,93021,USA,LOXLEY,AL,36551,USA,9/2/2011,150,796,FALSE,
SBC2994666,Simi Valley,CA,93065,USA,Akron,OH,44319,USA,9/2/2011,77.5,100,FALSE,
SFWQ5403825,BALDWIN PARK,CA,91706,USA,CARROLLTON,TX,75006,USA,9/2/2011,85,1250,FALSE,
SBC2994678,Simi Valley,CA,93065,USA,Branchburg,NJ,08876,USA,9/2/2011,77.5,450,FALSE,
SSI2994684,Palm Springs,CA,92264,USA,MANASQUAN,NJ,08736,USA,9/2/2011,110,250,FALSE,
PDN2994699,Glendale,CA,91204,USA,MIAMI,FL,33142,USA,9/2/2011,100,258,FALSE,
MMM2994714,Temple City,CA,91780,USA,New Berlin,WI,53151,USA,9/2/2011,150,1307,FALSE,
KAS2994727,Sun Valley,CA,91352,USA,WADSWORTH,OH,44281,USA,9/2/2011,70,900,FALSE,
KAS2994732,City of Industry,CA,91748,USA,BALTIMORE,MD,21223,USA,9/2/2011,100,810,FALSE,
KAS2994748,Santa Ana,CA,92704,USA,ARLINGTON  HEIGHTS,IL,60004,USA,9/2/2011,55,651,FALSE,
SBC2994749,MOORPARK,CA,93021,USA,PRINCETON,IL,61356,USA,9/2/2011,150,769,FALSE,
PSD2994752,Arcadia,CA,91006,USA,Poughkeepsie,NY,12603,USA,9/2/2011,150,250,FALSE,
PSD2994778,South El Monte,CA,91733,USA,NAPERVILLE,IL,60540,USA,9/2/2011,150,900,FALSE,
SBC2994782,MOORPARK,CA,93021,USA,PRINCE GEORGE,VA,23875,USA,9/2/2011,150,444,FALSE,
BNS2890927,Santa Ana,CA,92707,USA,Holbrook,MA,02343,USA,9/2/2011,70,2002,FALSE,
OAK2890955,CARSON,CA,90745,USA,WEST CHESTER,OH,45069,USA,9/2/2011,150,4360,FALSE,
LBC2994916,Carson,CA,90746,USA,MIAMI,FL,33166,USA,9/2/2011,70,562,FALSE,
KAS2994936,El Cajon,CA,92020,USA,FRANKLIN,OH,45005,USA,9/2/2011,150,410,FALSE,
KAS2994938,Santa Ana,CA,92704,USA,ELK  GROVE  VILLAGE,IL,60007,USA,9/2/2011,55,764,FALSE,
ALL2994944,CAMARILLO,CA,93012,USA,WHITEHALL,PA,18052,USA,9/2/2011,150,859,FALSE,
NPN2994954,Compton,CA,90220,USA,ROCHESTER,NY,14606,USA,9/2/2011,55,2460,FALSE,
LAC2994977,ONTARIO,CA,91761,USA,MOUNT PROSPECT,IL,60056,USA,9/2/2011,125,1832,FALSE,
HOU2994980,LOS ANGELES,CA,90058,USA,Houston,TX,77011,USA,9/2/2011,65,670,FALSE,
KAS2994999,Santa Ana,CA,92704,USA,PALATINE,IL,600067,USA,9/2/2011,55,459,FALSE,
ILS2995045,VISTA,CA,92081,USA,Burnham,IL,60633-2100,USA,9/2/2011,92.5,365,FALSE,
AEA2891201,INGLEWOOD,CA,90302,USA,Jacksonville,FL,32209,USA,9/2/2011,55,250,FALSE,
LAC2995052,ONTARIO,CA,91761,USA,DENMARK,SC,29042,USA,9/2/2011,125,100,FALSE,
ILS2995053,Riverside,CA,92518,USA,MIAMI,FL,33122,USA,9/2/2011,70,466,FALSE,
PSD2995054,Arcadia,CA,91006,USA,Baltimore,MD,21230,USA,9/2/2011,70,560,FALSE,
PSD2995060,Arcadia,CA,91006,USA,Dover,DE,19901,USA,9/2/2011,70,960,FALSE,
LAC2995085,ONTARIO,CA,91761,USA,MIDLAND,TX,79701,USA,9/2/2011,125,190,FALSE,
SAC2995092,Rancho Cucamonga,CA,91730,USA,ALTO,GA,30510,USA,9/2/2011,70,2061,FALSE,
PSD2995107,Arcadia,CA,91006,USA,Dearborn,MI,48128,USA,9/2/2011,150,400,FALSE,
KAS2995108,Santa Ana,CA,92704,USA,NORTHBROOK,IL,60062,USA,9/2/2011,55,651,FALSE,
LAC2995179,LA MIRADA,CA,90638,USA,SCHAUMBURG,IL,60173,USA,9/2/2011,250,2150,FALSE,
LD2995185,LOS ANGELES,CA,90023,USA,Garland,TX,75042,USA,9/2/2011,70,512,FALSE,
KAS2995187,Ontario,CA,91761,USA,Gillett,PA,16925,USA,9/2/2011,150,2887,FALSE,
GRR2995200,LOS ANGELES,CA,90021,USA,Grand Rapids,MI,49548-3438,USA,9/2/2011,70,292,FALSE,
PSD2995211,City of Industry,CA,91789,USA,PINEVILLE,NC,28134,USA,9/2/2011,125,725,FALSE,
FAR2995215,LA MIRADA,CA,90638,USA,Fraser,MI,48026,USA,9/2/2011,65,366,FALSE,
CSC2995220,Rancho Cucamonga,CA,91730,USA,Corpus Christi,TX,78413,USA,9/2/2011,70,1249,FALSE,
WES2995257,Industry,CA,90601,USA,Houston,TX,77093,USA,9/2/2011,65,860,FALSE,
KAS2995286,Vista,CA,92081,USA,FREELAND,MD,21053,USA,9/2/2011,50,1223,FALSE,
LAC2995339,COMPTON,CA,90220,USA,TETERBORO,NJ,07608,USA,9/2/2011,100,492,FALSE,
ULRD2995341,Hawthorne,CA,90250,USA,Laredo,TX,78041,USA,9/2/2011,77.5,1182,FALSE,
KAS2995342,Santa Ana,CA,92704,USA,San Angelo,TX,76904,USA,9/2/2011,100,252,FALSE,
ROS2891530,Westminster,CA,92683,USA,houston,TX,77041,USA,9/2/2011,70,1262,FALSE,
ILS2995348,Riverside,CA,92518,USA,Sebring,FL,33870,USA,9/2/2011,92.5,2095,FALSE,
SFE2995373,VALENCIA,CA,91355,USA,CARROLLTON,GA,30117,USA,9/2/2011,70,490,FALSE,
KAS2995381,Industry,CA,91748,USA,MINNEAPOLIS,MN,55413,USA,9/2/2011,70,1354,FALSE,
MMM2995403,City of Industry,CA,91748,USA,NEW BERLIN,WI,53151,USA,9/2/2011,85,550,FALSE,
SBL2995407,Tustin,CA,92780,USA,AMBLER,PA,19002,USA,9/2/2011,55,880,FALSE,
HAR2995414,Los Angeles,CA,90066,USA,HOUSTON,TX,77090,USA,9/2/2011,70,466,FALSE,
FNT2995422,LYNWOOD,CA,90262,USA,ARENA,WI,53503,USA,9/2/2011,100,155,FALSE,
PDN2995433,Pasadena,CA,91105,USA,Columbus,OH,43213,USA,9/2/2011,150,200,FALSE,
SBL2995458,Long Beach,CA,90813,USA,Charleston,SC,29403,USA,9/2/2011,85,1150,FALSE,
LBC2995484,Santa Fe Springs,CA,90670,USA,FREDERICK,MD,21704,USA,9/2/2011,70,380,FALSE,
SBC2995497,Oxnard,CA,93030,USA,Holland,MI,49423,USA,9/2/2011,150,499,FALSE,
NPN2995501,RIVERSIDE,CA,92503,USA,HART,MI,49420,USA,9/2/2011,100,130,FALSE,
KAS2995513,Fullerton,CA,92831,USA,Gas City,IN,46933,USA,9/2/2011,70,750,FALSE,
KAS2995517,City of Industry,CA,91745,USA,Corona,NY,11368,USA,9/2/2011,100,408,FALSE,
LBC2995525,Carson,CA,90746,USA,Fort Lauderdale,FL,33309,USA,9/2/2011,70,607,FALSE,
KAS2995527,City of Industry,CA,91745,USA,Miami,FL,33172,USA,9/2/2011,100,303,FALSE,
KAS2995544,Rancho Santa Margarita,CA,92688,USA,Rockville,MD,20855,USA,9/2/2011,150,423,FALSE,
KAS2995565,Santa Fe Springs,CA,90670,USA,Detroit,MI,48202,USA,9/2/2011,125,341,FALSE,
KAS2891750,Ontario,CA,91761,USA,BALTIMORE,MD,21237,USA,9/2/2011,60,1900,FALSE,
SBL2995574,Long Beach,CA,90813,USA,Lewisville,TX,75057,USA,9/2/2011,85,750,FALSE,
SBC2995603,Oxnard,CA,93030,USA,Huntingdon,PA,16652,USA,9/2/2011,70,519,FALSE,
SSI2995610,COMPTON,CA,90220,USA,WEST BRIDGEWATER,MA,02379,USA,9/2/2011,60,269,FALSE,
SBC2995618,Oxnard,CA,93030,USA,Eau Claire,WI,54701,USA,9/2/2011,70,519,FALSE,
SBC2995630,Oxnard,CA,93030,USA,College Station,TX,77840,USA,9/2/2011,70,519,FALSE,
PSD2995631,Arcadia,CA,91006,USA,Middletown,NY,10940,USA,9/2/2011,60,920,FALSE,
MEM2995635,Rancho Dominguez,CA,90220,USA,Fulton,MO,65251,USA,9/2/2011,150,5111,FALSE,
KAS2995641,Santa Ana,CA,92705,USA,Memphis,TN,38112,USA,9/2/2011,70,1050,FALSE,
KAS2995672,Brea,CA,92821-3106,USA,Catharpin,VA,20143,USA,9/2/2011,60,588,FALSE,
SBC2995686,Camarillo,CA,93012,USA,New Braunfels,TX,78130,USA,9/2/2011,100,450,FALSE,
LBC2990224,TORRANCE,CA,90503,USA,ENGLEWOOD CLIFFS,NJ,07632,USA,9/2/2011,60,450,FALSE,
PIT2991061,Carlsbad,CA,92011,USA,Pittsburgh,PA,15213,USA,9/2/2011,60,650,FALSE,
LBC2993246,CHINO,CA,91710,USA,SHELTON,CT,06484,USA,9/2/2011,70,2296,FALSE,
10Y2994767,El Monte,CA,91731,USA,Carlisle,PA,17015,USA,9/2/2011,85,3262,FALSE,
KAS2995385,Laguna Hills,CA,92653,USA,Rhinelanderq,WI,54501,USA,9/2/2011,50,890,FALSE,
KAS2995394,Laguna Hills,CA,92653,USA,Mc Murray,PA,15317,USA,9/2/2011,125,177,FALSE,
KAS2995478,Riverside,CA,92509,USA,LINCOLN,NE,68504,USA,9/2/2011,70,550,FALSE,
SJO2995671,Calexico,CA,92231,USA,Dearborn,MI,48124,USA,9/2/2011,92.5,390,FALSE,
KAS2995715,La Mirada,CA,90638,USA,ERIE,PA,16511,USA,9/2/2011,150,2360,FALSE,
KAS2993154,City of Industry,CA,91789,USA,Champaign,IL,61826,USA,9/2/2011,150,1075,FALSE,
KAS2994281,Carlsbad,CA,92008,USA,CORAOPOLIS,PA,15108,USA,9/2/2011,100,230,FALSE,
SFW2882777,Westlake Village,CA,91361,USA,Pittsburg,PA,15228,USA,9/2/2011,55,1460,FALSE,
KAS2889031,Corona,CA,92880,USA,Sheboygan,WI,53081,USA,9/2/2011,100,160,FALSE,
LBC2993173,MAYWOOD,CA,90270,USA,NORCROSS,GA,30071,USA,9/2/2011,77.5,4190,FALSE,
LBC2993209,Santa Fe Springs,CA,90670,USA,FORT WORTH,TX,76119,USA,9/2/2011,60,350,FALSE,
KAS2993236,Walnut,CA,91789,USA,Millis,MA,02054,USA,9/2/2011,92.5,396,FALSE,
MER2994330,TORRANCE,CA,90501,USA,BENSENVILLE,IL,60106,USA,9/2/2011,150,451,FALSE,
SAC2994554,ONTARIO,CA,91761,USA,Perryville,MO,63775,USA,9/2/2011,150,562,FALSE,
PSD2992743,Fontana,CA,92336,USA,Hazelwood,MO,63042,USA,9/2/2011,60,1170,FALSE,
KAS2993132,South El Monte,CA,91733,USA,Spring,TX,77389,USA,9/2/2011,175,230,FALSE,
SSI2991401,CHATSWORTH,CA,91311,USA,Cleveland,OH,44114,USA,9/2/2011,150,593,FALSE,
TRE2889087,Temecula,CA,92590,USA,Lawrenceville,NJ,08648,USA,9/2/2011,100,200,FALSE,
SSI2994421,RANCHO CUCAMONGA,CA,91730,USA,LOUISVILLE,KY,40209,USA,9/2/2011,125,680,FALSE,
RIC2994658,Long Beach,CA,90806,USA,WOBURN,MA,01801,USA,9/2/2011,125,868,FALSE,
SSI2995016,LONG BEACH,CA,90810,USA,Cincinnati,OH,45241,USA,9/2/2011,70,2007,FALSE,
HCG2891241,City of Industry,CA,91789,USA,OPELIKA,AL,36801,USA,9/2/2011,70,1080,FALSE,
MER2995136,Rancho Cucamonga,CA,91730,USA,El Paso,TX,79936,USA,9/2/2011,85,1400,FALSE,
KAS2993939,Vista,CA,92081,USA,Cloverdale,IN,46120,USA,9/2/2011,55,2002,FALSE,
KAS2990335,Chino,CA,91710,USA,Bessemer,MI,49911,USA,9/2/2011,92.5,330,FALSE,
SFWQ5396150,ANAHEIM,CA,92806,USA,MONROVIA,MD,21770,USA,9/2/2011,150,274,FALSE,
SFWQ5396172,ANAHEIM,CA,92806,USA,MORRIS,IL,60450,USA,9/2/2011,150,548,FALSE,
SFWQ5396300,ANAHEIM,CA,92806,USA,WEST PALM BEACH,FL,33407,USA,9/2/2011,150,594,FALSE,
LBC2992671,Vernon,CA,90058,USA,"NORCROSS,",GA,30093,USA,9/2/2011,60,678,FALSE,
PSD2992758,Montclair,CA,91763,USA,Plainsfield,IL,60586,USA,9/2/2011,100,1000,FALSE,
PDN2994634,Glendale,CA,91204,USA,AUSTIN,TX,78701,USA,9/2/2011,100,403,FALSE,
PSD2994821,Sun Valley,CA,91352,USA,Vienna,VA,22181,USA,9/2/2011,77.5,500,FALSE,
MER2995057,RIVERSIDE,CA,92507,USA,Coleman,TX,76834,USA,9/2/2011,85,1600,FALSE,
PSD2995206,Azusa,CA,91702-2838,USA,STERLING,VA,20164,USA,9/2/2011,250,238,FALSE,
KAS2995213,Poway,CA,92064,USA,NEW YORK,NY,10003,USA,9/2/2011,92.5,584,FALSE,
LBC2995233,Gardena,CA,90248,USA,Selma,TX,78154,USA,9/2/2011,400,315,FALSE,
LBC2995282,Vernon,CA,90058,USA,KANSAS CITY,MO,64123,USA,9/2/2011,60,2667,FALSE,
KAS2995409,Ontario,CA,91761,USA,SAINT PETERSBURG,FL,33701,USA,9/2/2011,150,311,FALSE,
MMM2995468,ANAHEIM,CA,92806,USA,VALDOSTA,GA,31601,USA,9/2/2011,55,450,FALSE,
KAS2995382,El Monte,CA,91732,USA,Cincinnati,OH,45246,USA,9/2/2011,150,1050,FALSE,
KAS2983151,San Diego,CA,92154,USA,Miami Gardens,FL,33014,USA,9/2/2011,55,4600,FALSE,
LBC2995482,Santa Fe Springs,CA,90670,USA,GEORGETOWN,TX,78633,USA,9/2/2011,85,1219,FALSE,
KAS2995498,Placentia,CA,92870,USA,Wixcom,MI,48393,USA,9/2/2011,70,705,FALSE,
NSH2993034,WHITTIER,CA,90601,USA,PORTLAND,TN,37148,USA,9/2/2011,92.5,327,FALSE,
KAS2993166,Ontario,CA,91761,USA,clearwater,FL,33761,USA,9/2/2011,150,281,FALSE,
NSH2993774,WHITTIER,CA,90601,USA,ROCHESTER,NY,14623,USA,9/2/2011,92.5,295,FALSE,
SPR2994698,SUN VALLEY,CA,91352,USA,COHASSET,MA,02025,USA,9/2/2011,50,240,FALSE,
LBC2994825,Inglewood,CA,90302,USA,CLIVE,IA,50325,USA,9/2/2011,70,4475,FALSE,
PSD2995005,El Monte,CA,91731,USA,Chicago,IL,60609,USA,9/2/2011,77.5,698,FALSE,
LAC2995404,SANTA FE SPRINGS,CA,90670,USA,JUNCTION CITY,KS,66441,USA,9/2/2011,85,320,FALSE,
LAC2995437,SANTA FE SPRINGS,CA,90670,USA,SAN ANTONIO,TX,78210,USA,9/2/2011,85,640,FALSE,
KAS2995461,San Diego,CA,92154,USA,Ormond Beach,FL,32174,USA,9/2/2011,55,175,FALSE,
LBC2995589,Vernon,CA,90058,USA,NORCROSS,GA,30093,USA,9/2/2011,250,220,FALSE,
LBC2992338,Brea,CA,92821,USA,BELLAIRE,OH,43906,USA,9/2/2011,92.5,620,FALSE,
LBC2994381,Inglewood,CA,90302,USA,SAINT LOUIS,MO,63124,USA,9/2/2011,70,1050,FALSE,
LBC2994923,Torrance,CA,90502,USA,Hialeah Gardens,FL,33018,USA,9/2/2011,55,1260,FALSE,
LBC2995192,Inglewood,CA,90302,USA,AKRON,OH,44311,USA,9/2/2011,70,3340,FALSE,
LBC2995197,Inglewood,CA,90302,USA,DETROIT,MI,48226,USA,9/2/2011,70,5719,FALSE,
LBC2995217,Inglewood,CA,90302,USA,CHICAGO,IL,60607,USA,9/2/2011,70,3820,FALSE,
SAC2985776,Long Beach,CA,90815,USA,Warren,MI,48092,USA,9/2/2011,65,520,FALSE,
LCL2993970,Lakeside,CA,92040,USA,Getzville,NY,14068,USA,9/2/2011,55,5550,FALSE,
PSD2994524,El Monte,CA,91731,USA,LAGRANGE,OH,44050,USA,9/2/2011,92.5,300,FALSE,
LBC2995247,Inglewood,CA,90301,USA,AUBURN,GA,30011,USA,9/2/2011,70,233,FALSE,
KAS2995368,Santa Ana,CA,92705,USA,Arlington,VA,22301,USA,9/2/2011,100,930,FALSE,
KAS2995449,Rancho Santa Margarita,CA,92688,USA,Frederick,MD,21703,USA,9/2/2011,150,280,FALSE,
KAS2995503,Torrance,CA,90501,USA,WINTHROP,ME,04364,USA,9/2/2011,125,506,FALSE,
KAS2995542,Torrance,CA,90501,USA,Hagerstown,MD,21740,USA,9/2/2011,125,481,FALSE,
KAS2995552,Torrance,CA,90501,USA,Terre Haute,IN,47802,USA,9/2/2011,125,793,FALSE,
KAS2995584,Torrance,CA,90501,USA,Greensboro,NC,27410,USA,9/2/2011,125,239,FALSE,
LBC2995590,Inglewood,CA,90301,USA,DENTON,TX,76207,USA,9/2/2011,70,308,FALSE,
KAS2995614,Riverside,CA,92507,USA,Edison,NJ,08817,USA,9/2/2011,65,483,FALSE,
KAS2995616,Placentia,CA,92870,USA,Hammond,IN,46323,USA,9/2/2011,70,475,FALSE,
KAS2995621,Rancho Cucamonga,CA,91730,USA,ST. PAUL,MN,55144,USA,9/2/2011,50,372,FALSE,
KAS2995668,Huntington Beach,CA,92649,USA,S. Burlington,VT,05403,USA,9/2/2011,92.5,189,FALSE,
SBC2995585,Goleta,CA,93117,USA,North Mankato,MN,56003,USA,9/2/2011,85,400,FALSE,
LAC2995779,SANTA FE SPRINGS,CA,90670,USA,MIAMI,FL,33126,USA,9/2/2011,150,750,FALSE,
SFW2893044,Newbury Park,CA,91320,USA,NEW CUMBERLAND,PA,17070,USA,9/6/2011,200,750,FALSE,
SAC2997942,ONTARIO,CA,91761,USA,Perryville,MO,63775,USA,9/6/2011,150,323,FALSE,
ULRD2998008,CITY OF INDUSTRY,CA,91746,USA,EL PASO,TX,79936,USA,9/6/2011,60,2870,FALSE,
SGA2998954,Santa Fe Springs,CA,90670,USA,Livonia,MI,48152,USA,9/6/2011,50,950,FALSE,
UAI2980862,SANTA FE SPRINGS,CA,90670,USA,Allentown,PA,18051,USA,9/6/2011,60,495,FALSE,
NSH2991395,Canyon Country,CA,91351,USA,CHICAGO,IL,60642,USA,9/6/2011,55,900,FALSE,
SSI2991534,HUNTINGTON BEACH,CA,92649,USA,ALDIE,VA,20105,USA,9/6/2011,100,600,FALSE,
FAR2994587,Anaheim,CA,92802,USA,AUSTIN,TX,78744,USA,9/6/2011,250,2112,FALSE,
MG2994867,YORBA LINDA,CA,92887,USA,Miami Lakes,FL,33016,USA,9/6/2011,70,455,FALSE,
KAS2995459,Fullerton,CA,92833,USA,GREENVILLE PARK,AL,36037,USA,9/6/2011,60,1250,FALSE,
MG2995601,OXNARD,CA,93030,USA,LEXINGTON,NC,27295-8524,USA,9/6/2011,60,2090,FALSE,
LBC2995689,Anaheim,CA,92806,USA,BALTIMORE,MD,21227,USA,9/6/2011,70,1632,FALSE,
LBC2995765,Garden Grove,CA,92843,USA,Miami,FL,33166,USA,9/6/2011,60,565,FALSE,
JNWQ5407388,Carson,CA,90745,USA,New Britain,PA,18901,USA,9/6/2011,70,366,FALSE,
AEA2892292,Fullerton,CA,92831,USA,North Mankato,MN,56003,USA,9/6/2011,125,1012,FALSE,
AEA2892300,City of Industry,CA,91746,USA,North Mankato,MN,56003,USA,9/6/2011,100,1002,FALSE,
KAS2996900,Vista,CA,92081,USA,Clute,TX,77531,USA,9/6/2011,92.5,389,FALSE,
RIC2996945,HUNTINGTON BEACH,CA,92649,USA,Ashland,VA,23005,USA,9/6/2011,250,1500,FALSE,
SBC2996949,MOORPARK,CA,93021,USA,DIXON,IL,61021,USA,9/6/2011,150,272,FALSE,
ILS2996997,Mentone,CA,92359,USA,Bath,PA,18014-8503,USA,9/6/2011,60,558,FALSE,
ULRD2997274,SIMI VALLEY,CA,93065,USA,LAREDO,TX,78041,USA,9/6/2011,85,2600,FALSE,
MMM2997324,Gardena,CA,90248,USA,Glasgow,KY,42141,USA,9/6/2011,85,440,FALSE,
GRR2997460,Valencia,CA,91355,USA,Nashville,TN,37210,USA,9/6/2011,70,2835,FALSE,
KAS2997467,Santa Ana,CA,92704,USA,SOUTH  BARRINGTON,IL,60010,USA,9/6/2011,55,172,FALSE,
KAS2997469,Chatsworth,CA,91311,USA,Medley,FL,33178,USA,9/6/2011,60,312,FALSE,
KAS2997471,Aliso Viejo,CA,92656,USA,CLIFTON PARK,NY,12065,USA,9/6/2011,85,350,FALSE,
POR2997479,FOOTHILL RANCH,CA,92610,USA,Pocahontas,IA,50574,USA,9/6/2011,70,352,FALSE,
KAS2997534,Corona,CA,92879,USA,Rochester,NY,14626,USA,9/6/2011,85,340,FALSE,
KAS2997546,Redlands,CA,92373,USA,KANSAS CITY,KS,66103,USA,9/6/2011,55,631,FALSE,
LBC2997590,Paramount,CA,90723,USA,TAMARAC,FL,33351,USA,9/6/2011,77.5,130,FALSE,
LBC2997629,Torrance,CA,90501,USA,NILES,IL,60714,USA,9/6/2011,85,2620,FALSE,
ULRD2997653,Moorpark,CA,93021,USA,Laredo,TX,78045,USA,9/6/2011,55,190,FALSE,
SBC2997682,MOORPARK,CA,93021,USA,PLANO,IL,60545,USA,9/6/2011,150,365,FALSE,
SSI2997700,Sun Valley,CA,91352,USA,Sarasota,FL,34243,USA,9/6/2011,60,310,FALSE,
HOU2997792,San Clemente,CA,92673,USA,Conroe,TX,77303,USA,9/6/2011,110,645,FALSE,
LD2997794,Paramount,CA,90723,USA,Arlington,TX,76006,USA,9/6/2011,50,481,FALSE,
GRR2997796,Commerce,CA,90040,USA,Grand Rapids,MI,49548-3438,USA,9/6/2011,150,219,FALSE,
PSD2997867,Arcadia,CA,91006,USA,Donna,TX,78537,USA,9/6/2011,85,1050,FALSE,
ALL2997875,SANTA FE SPRINGS,CA,90670,USA,MANTUA,OH,44255,USA,9/6/2011,60,930,FALSE,
KAS2997903,Santa Ana,CA,92704-5316,USA,Orlando,FL,32824,USA,9/6/2011,70,448,FALSE,
KAS2997926,City of Industry,CA,91746,USA,Houston,TX,77204,USA,9/6/2011,150,204,FALSE,
SFWQ5409362,PACOIMA,CA,91331,USA,Huntley,IL,60142,USA,9/6/2011,55,470,FALSE,
LAC2997978,LOS ANGELES,CA,90040,USA,NORTH CANTON,OH,44720,USA,9/6/2011,70,795,FALSE,
PDN2997993,Pasadena,CA,91105,USA,Columbus,OH,43213,USA,9/6/2011,150,400,FALSE,
SBC2998057,VENTURA,CA,93003,USA,Vero Beach,FL,32966,USA,9/6/2011,60,220,FALSE,
UEE2998066,SAN DIEGO,CA,92101,USA,EDISON,NJ,08820,USA,9/6/2011,250,175,FALSE,
SBC2998069,VENTURA,CA,93003,USA,Cape Girardeau,MO,63702-0824,USA,9/6/2011,60,268,FALSE,
KAS2998081,Bell,CA,90040,USA,Miami,FL,33014,USA,9/6/2011,150,1024,FALSE,
JNWQ5410140,San Bernardino,CA,92408,USA,West Caldwell,NJ,07006,USA,9/6/2011,60,777,FALSE,
KAS2998118,Placentia,CA,92870,USA,Buffalo,NY,14207,USA,9/6/2011,70,490,FALSE,
SBC2998152,RIVERSIDE,CA,92503,USA,LEWISTON,NC,27849,USA,9/6/2011,70,865,FALSE,
DEN2998156,Simi Valley,CA,93065,USA,Albany,NY,12203,USA,9/6/2011,70,3121,FALSE,
JNWQ5410071,Sun Valley,CA,91352,USA,BETHESDA,MD,20817,USA,9/6/2011,100,700,FALSE,
KAS2998246,El Monte,CA,91732,USA,Miami,FL,33166,USA,9/6/2011,150,800,FALSE,
UEE2998315,Rancho Dominguez,CA,90220,USA,Brooklyn,NY,11208,USA,9/6/2011,77.5,1328,FALSE,
LBC2998317,Gardena,CA,90247,USA,LEBANON,IN,46052,USA,9/6/2011,92.5,420,FALSE,
SGA2998318,Mira Loma,CA,91752,USA,TROY,MI,48085,USA,9/6/2011,85,830,FALSE,
LAC2998375,WALNUT,CA,91789,USA,IRVING,TX,75063,USA,9/6/2011,50,5040,FALSE,
LBC2998394,Commerce,CA,90040,USA,NEW YORK,NY,10003,USA,9/6/2011,55,720,FALSE,
PSD2998404,SAN FERNANDO,CA,91340,USA,HOUSTON,TX,77072,USA,9/6/2011,70,250,FALSE,
LAC2998412,LOS ANGELES,CA,90023,USA,NAPLES,FL,34110,USA,9/6/2011,150,650,FALSE,
LAC2998430,LOS ANGELES,CA,90001,USA,NEW YORK,NY,10010,USA,9/6/2011,175,100,FALSE,
MIN2998441,San Bernardino,CA,92407,USA,Harrison,NJ,07029,USA,9/6/2011,150,1855,FALSE,
